ai1F,ai2F,ai1B,ai2B
3.894184,3.844205,-0.01405,0.001182
3.888154,3.84445,-0.017347,0.004535
3.892327,3.841685,-0.008023,0.003699
3.89463,3.837963,-0.010906,0.003909
3.895409,3.838293,-0.016454,0.004081
3.8874,3.836153,-0.016081,0.004069
3.874241000000001,3.830039,-0.023493,-0.001788
3.872898,3.823026,-0.030199,-0.00432
3.85852,3.820344,-0.032395,-0.007465
3.848891000000001,3.813721,-0.032493,-0.009121
3.848745,3.809027,-0.020443,-0.013501
3.854951,3.809044,-0.018975,-0.013263999999999998
3.863985,3.815053,-0.021296,-0.008814
3.873278,3.821814,-0.014106,-0.011126
3.878651,3.82994,-0.016696000000000003,-0.008692
3.889769,3.839485,-0.013291,-0.004875
3.89211,3.843838,-0.014644,-0.004304
3.881561,3.848166,-0.010084,-0.003405
3.877632,3.846662,-0.015711000000000003,-0.004086
3.875924,3.841493,-0.011393,-0.002344
3.868341000000001,3.834287,-0.003196,-0.004479
3.870489,3.82911,-0.013609,-0.007278
3.872816,3.822485,-0.014347,-0.008222
3.872483,3.815411,-0.014901,-0.011284
3.866612,3.811026,-0.025328,-0.012436
3.84934,3.808217,-0.028945,-0.017657
3.844263,3.804307,-0.026326,-0.015282
3.854086,3.805658,-0.027819,-0.019039
3.838873,3.810007,-0.019221,-0.015308
3.839108,3.814186,-0.018098,-0.013376
3.841467,3.820712,-0.02085,-0.011525
3.848917,3.830224,-0.008245,-0.003954
3.864243,3.83628,-0.012223,-0.002318
3.852789,3.836357,-0.030927,-0.002826
3.85542,3.835771,-0.022894,0.001091
3.858095,3.828199,-0.018744,-0.00019
3.840634,3.817319,-0.031639999999999995,-0.004031
3.835918,3.806062,-0.024733,-0.0074709999999999985
3.837427,3.797215,-0.007756,-0.007333
3.840915,3.787133,-0.020698,-0.011548
3.84069,3.783017,-0.013431,-0.012298
3.832938,3.782282,-0.014134,-0.013799
3.843077,3.782091,-0.028281,-0.011958
3.855689,3.782678,-0.006033,-0.007595
3.842888,3.786592,-0.029323,-0.011369
3.838575,3.787074,-0.040471,-0.0065650000000000005
3.831203,3.785439,-0.010356,-0.00177
3.825835,3.787472,-0.020158,-0.003919
3.82265,3.783588,-0.030105,-0.002334
3.822633,3.778384,-0.002071,-0.0010539999999999998
3.822177,3.768839,-0.020434,-0.002781
3.824443,3.763188,-0.023058,-0.00355
3.825973,3.747938,-0.017322999999999998,-0.006014
3.828748000000001,3.740732,-0.034364,-0.005668
3.828527,3.733381,-0.019274,-0.00655
3.820218,3.729133,-0.013368,-0.004634
3.817251,3.730382,-0.036318,-0.007185
3.816895,3.73625,-0.006287,0.001702
3.838183,3.747202,0.007194,0.003821
3.829871,3.752156,-0.014597,0.005076
3.827355,3.764,-0.01116,0.010981
3.831298,3.768019,-0.022807,0.012462
3.837558,3.773173,-0.024619,0.013802000000000002
3.832805000000001,3.770679,-0.026843,0.009961
3.820374,3.771811,-0.035543,0.010708
3.810577,3.767739,-0.029272000000000006,0.007761
3.801804,3.762991,-0.027387,0.004919
3.799005,3.759818,-0.02744,0.000932
3.800958,3.753512,-0.023094,0.001073
3.797075,3.752055,-0.017612,0.0025800000000000003
3.796594,3.74722,-0.018224,0.0016579999999999998
3.796516,3.749506,-0.028109,0.002367
3.791066,3.748895,-0.029748,0.006142
3.801163,3.758698,-0.020212,0.006577
3.79621,3.760511,-0.018916,0.007181999999999998
3.784580000000001,3.769932,-0.020533000000000003,0.006063000000000001
3.793352,3.774325,-0.004666,0.00759
3.79538,3.777846,-0.005477,0.005747
3.801596,3.776582,-0.005246,0.000782
3.804032,3.773836,-0.005789,0.000521
3.803522,3.770414,-0.019702,-0.002911
3.811807,3.763764,-0.011057,-0.006679000000000001
3.811164,3.762517,-0.019677,-0.009844
3.796421,3.758511,-0.029322000000000008,-0.010849
3.801299,3.760592,-0.012411,-0.012605
3.792326,3.758709,-0.009943,-0.014072
3.786889,3.758504,-0.008851000000000001,-0.012201
3.792815,3.758074,-0.007185,-0.011778
3.791914,3.757473000000001,-0.010829,-0.011367
3.786925,3.753043,-0.015934,-0.010916
3.791846,3.750827,-0.015681999999999998,-0.011491
3.786435,3.748705,-0.029521,-0.011584
3.781216,3.746909,-0.028313,-0.014783
3.778888,3.742197,-0.014167,-0.015987
3.765498000000001,3.739725,-0.024748,-0.017247
3.775257,3.738253,-0.018881,-0.018371
3.773619,3.733612,0.006225,-0.019004
3.778523,3.730261,-0.008976999999999999,-0.019071
3.77408,3.727101,-0.012198,-0.015137
3.783245,3.730295,-0.005793,-0.0176
3.784321,3.724909,-0.02038,-0.013293
3.778488,3.728118,-0.019786,-0.01214
3.773152,3.727321,-0.016981,-0.010104
3.766672,3.727366,-0.030753,-0.011393
3.771405,3.723388,-0.009067,-0.009385
3.755748000000001,3.719665,-0.006996,-0.006906999999999999
3.764449,3.716505,-0.019661,-0.009851
3.762084,3.711592,-0.006327,-0.008855
3.761434,3.709989,-0.021805,-0.007756
3.76522,3.706514,-0.028737,-0.007954000000000001
3.768318,3.708519,-0.021105,-0.008202
3.765412,3.709081,-0.03452,-0.007483
3.754866,3.708463,-0.030205000000000006,-0.005108
3.752053,3.707468,-0.029736,-0.004233
3.745376,3.707122,-0.017144,-0.002068
3.753384,3.705252,-0.01502,-0.000895
3.744259,3.70071,-0.010689,0.001954
3.745384,3.697757,-0.012808000000000002,0.00426
3.751329,3.697575,-0.025275,0.002867
3.754132,3.694351,-0.019779,0.005213000000000001
3.749154,3.689887,-0.029459,0.00525
3.745232,3.690542,-0.034079000000000005,0.0047420000000000006
3.744914,3.689147,-0.023582,0.004543999999999999
3.736308,3.686869,-0.023717,0.006919
3.732847,3.687174,-0.018553,0.006912000000000001
3.734159,3.690854,-0.003057,0.010059
3.735586,3.694803,-0.013938,0.010328
3.732553,3.69803,-0.012966,0.012122
3.734181,3.704599,-0.015655000000000002,0.011753
3.735574,3.705422,-0.025094,0.013212
3.733231,3.70995,-0.024641,0.007677
3.72006,3.70536,-0.029495,0.008048999999999999
3.715378,3.703925,-0.025896,0.004699
3.72301,3.700071,-0.017849,0.00014199999999999998
3.715895,3.697239,-0.02123,0.000298
3.70619,3.692639,-0.013843,-0.003976
3.714053,3.691262,-0.011924,-0.003131
3.719026,3.693494,-0.020399,-0.005992
3.72254,3.693279,-0.019401,-0.004454
3.718103,3.693136,-0.035674000000000004,-0.007051000000000002
3.719043,3.695941,-0.024848,-0.005169
3.721706,3.69918,-0.01719,-0.006523999999999999
3.714536,3.699841,-0.028935,-0.006703
3.70482,3.699573,-0.004855,-0.006866
3.70883,3.70358,0.00015900000000000002,-0.008217
3.713362,3.70388,-0.011344,-0.007737000000000002
3.695971,3.698326,0.000537,-0.011467
3.697247,3.696108,-0.015286,-0.013933
3.716801,3.68975,-0.024093,-0.013826
3.716607,3.681038,-0.01577,-0.017287
3.705583,3.67043,-0.036518,-0.021734
3.710387,3.665316,-0.015257,-0.018634
3.728614,3.660106,-0.002133,-0.018889
3.727201,3.656127,-0.018177,-0.019759
3.713538,3.655134,-0.0043100000000000005,-0.017526
3.705812,3.655279,-0.003457,-0.014006
3.725278,3.658098,-0.019919,-0.014508000000000004
3.720267,3.656081,-0.016015,-0.012366
3.702914,3.655422,-0.02209,-0.012475
3.705853,3.656137,-0.029103,-0.011658
3.715153,3.654627,-0.021512,-0.01065
3.710931,3.647765,-0.023007,-0.01217
3.696016,3.645745,-0.011228,-0.010642
3.702266,3.644651,0.001456,-0.009167
3.70609,3.636855,-0.006451999999999999,-0.007929
3.701993,3.62838,-0.014537,-0.008447
3.680423,3.619811,-0.012879,-0.004291
3.683877,3.616532,-0.017725,-0.0025510000000000003
3.687133,3.60627,-0.021411000000000003,-0.0004
3.684546,3.601252,-0.023019,0.001372
3.670697,3.600688,-0.020896,0.0050880000000000005
3.685365,3.607911,-0.017344,0.006895999999999999
3.702432,3.609473,-0.016863999999999997,0.009178
3.69251,3.618103,-0.004529999999999999,0.008683
3.703624,3.631744,-0.012691,0.009834
3.712315,3.64255,-0.024077,0.008651
3.716416,3.650081,-0.0246,0.006793
3.710113,3.656337,-0.034361,0.00593
3.690505,3.659516,-0.029611,0.005021
3.691383,3.655037,-0.020517,0.005365
3.691706,3.647035,-0.030707,0.004533
3.680778,3.636913,-0.019171,0.005839
3.679135,3.628641,-0.009776,0.00648
3.679407,3.617208,-0.021574,0.00527
3.67946,3.608918,-0.007502,0.005072999999999999
3.67322,3.607912,-0.024961,0.002451
3.670445,3.610857,-0.03434,0.000831
3.670312000000001,3.616476,-0.021697,-0.002365
3.672702,3.626188,-0.027383,-0.001877
3.669373,3.639688,-0.022243,-0.005018
3.667806,3.652221,-0.005862,-0.00604
3.676642,3.66031,-0.012406,-0.005193
3.681865,3.665964,-0.005494,-0.004471
3.682448,3.669526,-0.001343,-0.007787
3.689061,3.665222,-0.019613,-0.007215000000000002
3.676193,3.652921,-0.02062,-0.006523
3.671731,3.64401,-0.017934000000000002,-0.008715
3.675652,3.633799,-0.031417,-0.011752
3.662746,3.620809,-0.02045,-0.010514
3.659846,3.61247,-0.008945999999999999,-0.011074
3.657086,3.610056,-0.019209,-0.012925999999999998
3.650662,3.609918,-0.009564,-0.013414
3.648876,3.6094,-0.006843999999999999,-0.011709
3.640174,3.615666000000001,-0.021006,-0.010969
3.635585,3.620082,-0.015085,-0.012615
3.637593,3.625486,-0.019718,-0.011394
3.624766,3.624069,-0.031989,-0.009655
3.622376,3.624856,-0.019164,-0.010301
3.630646,3.622897,-0.018345,-0.009643
3.637851,3.614815,-0.021724,-0.010118
3.64859,3.605198,-0.006761,-0.007972
3.651033,3.59777,-0.015585,-0.008466
3.651286,3.5901440000000004,-0.023404,-0.010405
3.655514,3.579622,-0.017723,-0.00933
3.643133,3.574664,-0.022479,-0.009818
3.642427,3.5739339999999995,-0.027881,-0.010087
3.643054,3.575431,-0.023215,-0.010868
3.631767,3.57594,-0.018222,-0.007098
3.626425,3.579768,-0.013507,-0.00762
3.632304,3.585899,-0.005802000000000001,-0.004493
3.63853,3.587896,-0.008248,-0.002777
3.631765,3.585258,-0.009454,-0.002097
3.633265,3.585882,-0.007121,0.001592
3.640006,3.583836,-0.017557,0.001083
3.629869,3.578242,-0.025463,-0.001512
3.625126,3.572659,-0.020528,-0.000136
3.620365,3.569721,-0.02171,-0.001971
3.612971,3.567855,-0.019571,-0.005195
3.613895,3.563536,-0.015941999999999998,-0.006142
3.604542,3.559136,-0.014919,-0.004899000000000001
3.605707,3.558393,-0.016402,-0.00591
3.611317,3.558661,-0.016655,-0.003759
3.598921,3.5544800000000003,-0.027955,-0.0018170000000000005
3.597461,3.553788,-0.028676,0.000105
3.607543,3.557395,-0.021715,0.003191
3.606989,3.556304,-0.029185000000000006,0.002778
3.606741,3.556518,-0.022147,0.004256
3.608857,3.56131,-0.011851,0.004807
3.617667,3.5642089999999995,-0.016169,0.0033490000000000004
3.624119,3.56815,-0.013655,0.003097
3.616187,3.570359,-0.018123,0.001535
3.617906,3.576071,-0.024451,-0.001523
3.626332,3.5783660000000004,-0.02612,-0.002279
3.626872,3.580403,-0.030728,-0.003669
3.619684,3.578656,-0.027834,-0.007737000000000002
3.61908,3.578214,-0.017169,-0.006843000000000001
3.617844,3.574359,-0.016023,-0.005719
3.611064,3.565985,-0.016841,-0.0070659999999999985
